longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_-1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_bedroom,rooms_per_household,population_per_household
-121.58,39.5,29,1947,383.0,925,337,2.1658,0.0,1.0,0.0,0.0,0.0,5.0835509138381205,5.777448071216617,2.744807121661721
-122.08,37.04,34,2800,577.0,1353,512,4.1161,0.0,0.0,0.0,0.0,1.0,4.852686308492201,5.46875,2.642578125
-123.08,38.38,28,3297,676.0,923,373,3.9167,0.0,0.0,0.0,0.0,1.0,4.877218934911243,8.839142091152816,2.474530831099196
-118.42,34.27,33,1209,341.0,1097,283,1.6295,1.0,0.0,0.0,0.0,0.0,3.5454545454545454,4.27208480565371,3.876325088339223
-122.46,37.74,52,2053,281.0,791,287,10.959,0.0,0.0,0.0,1.0,0.0,7.306049822064057,7.153310104529616,2.756097560975609
-121.34,38.68,28,3379,552.0,1543,556,4.2743,0.0,1.0,0.0,0.0,0.0,6.121376811594203,6.077338129496403,2.775179856115108
-121.78,38.67,38,2948,478.0,1123,460,4.0556,0.0,1.0,0.0,0.0,0.0,6.167364016736402,6.408695652173913,2.4413043478260867
-118.61,34.99,11,4031,766.0,1539,564,3.8917,0.0,1.0,0.0,0.0,0.0,5.262402088772846,7.147163120567376,2.728723404255319
-121.91,36.42,14,1078,261.0,382,171,3.7083,0.0,0.0,0.0,0.0,1.0,4.130268199233717,6.304093567251462,2.2339181286549707
-118.36,33.89,40,756,122.0,371,130,5.0299,1.0,0.0,0.0,0.0,0.0,6.19672131147541,5.815384615384615,2.853846153846154
-118.77,34.26,26,3038,468.0,1825,468,5.6385,1.0,0.0,0.0,0.0,0.0,6.491452991452992,6.491452991452992,3.8995726495726495
-123.38,39.37,18,3946,813.0,1899,730,2.6424,1.0,0.0,0.0,0.0,0.0,4.853628536285363,5.405479452054794,2.6013698630136988
-118.11,34.01,41,815,252.0,775,231,2.2847,1.0,0.0,0.0,0.0,0.0,3.234126984126984,3.528138528138528,3.354978354978355
-117.86,33.62,17,2975,371.0,1247,398,10.1989,1.0,0.0,0.0,0.0,0.0,8.018867924528301,7.474874371859296,3.1331658291457285
-118.28,34.08,52,2465,773.0,2328,746,2.6178,1.0,0.0,0.0,0.0,0.0,3.188874514877102,3.304289544235925,3.1206434316353886
-122.43,37.63,15,2748,997.0,1447,901,3.5214,0.0,0.0,0.0,0.0,1.0,2.756268806419258,3.0499445061043287,1.605993340732519
-121.85,37.36,18,1525,485.0,1705,448,3.7198,1.0,0.0,0.0,0.0,0.0,3.1443298969072164,3.404017857142857,3.805803571428572
-118.43,34.25,32,2433,553.0,2318,532,3.6384,1.0,0.0,0.0,0.0,0.0,4.399638336347197,4.573308270676692,4.357142857142857
-117.65,34.06,41,1171,334.0,1479,334,2.25,0.0,1.0,0.0,0.0,0.0,3.505988023952096,3.505988023952096,4.42814371257485
-120.45,34.87,4,1533,221.0,545,191,7.5696,1.0,0.0,0.0,0.0,0.0,6.936651583710408,8.026178010471204,2.8534031413612566
-121.4,38.55,19,2497,494.0,748,442,2.925,0.0,1.0,0.0,0.0,0.0,5.054655870445344,5.649321266968326,1.6923076923076923
-117.86,33.83,23,2377,403.0,1101,408,5.3439,1.0,0.0,0.0,0.0,0.0,5.898263027295285,5.825980392156863,2.698529411764706
-121.31,38.28,16,1708,391.0,687,378,1.9485,0.0,1.0,0.0,0.0,0.0,4.368286445012788,4.518518518518518,1.8174603174603172
-122.12,37.12,51,2419,485.0,1078,435,2.7933,0.0,0.0,0.0,0.0,1.0,4.9876288659793815,5.560919540229885,2.47816091954023
-117.84,33.89,19,3544,542.0,1787,560,6.7837,1.0,0.0,0.0,0.0,0.0,6.538745387453875,6.328571428571428,3.191071428571429
-122.19,37.74,43,707,147.0,417,155,2.5139,0.0,0.0,0.0,1.0,0.0,4.809523809523809,4.561290322580645,2.6903225806451614
-118.17,33.87,40,2462,587.0,1821,536,3.5646,1.0,0.0,0.0,0.0,0.0,4.194207836456559,4.593283582089552,3.3973880597014925
-118.25,33.93,42,819,233.0,899,228,1.1346,1.0,0.0,0.0,0.0,0.0,3.515021459227468,3.5921052631578947,3.942982456140351
-118.23,34.21,29,2584,608.0,1217,568,3.3287,1.0,0.0,0.0,0.0,0.0,4.25,4.549295774647887,2.142605633802817
-118.09,34.1,40,1904,393.0,1183,364,3.6696,1.0,0.0,0.0,0.0,0.0,4.844783715012722,5.230769230769231,3.25
-118.22,33.94,40,930,258.0,1203,244,2.5938,1.0,0.0,0.0,0.0,0.0,3.604651162790698,3.8114754098360657,4.930327868852459
-119.63,36.18,23,207,45.0,171,50,2.4286,0.0,1.0,0.0,0.0,0.0,4.6,4.14,3.42
-117.95,33.68,27,1732,303.0,1115,308,5.5312,1.0,0.0,0.0,0.0,0.0,5.7161716171617165,5.623376623376624,3.6201298701298703
-117.12,33.52,4,30401,4957.0,13251,4339,4.5841,1.0,0.0,0.0,0.0,0.0,6.132943312487392,7.006453099792579,3.053929476837981
-122.33,40.48,26,695,126.0,319,124,3.2788,0.0,1.0,0.0,0.0,0.0,5.515873015873016,5.604838709677419,2.5725806451612905
-117.27,33.19,8,973,289.0,663,209,2.724,0.0,0.0,0.0,0.0,1.0,3.366782006920415,4.655502392344498,3.172248803827751
-118.37,34.03,43,1350,287.0,811,307,3.3636,1.0,0.0,0.0,0.0,0.0,4.70383275261324,4.397394136807818,2.6416938110749184
-118.4,34.0,44,2122,385.0,1012,367,4.6687,1.0,0.0,0.0,0.0,0.0,5.511688311688312,5.782016348773842,2.757493188010899
-118.0,33.67,34,3712,667.0,1521,632,4.8125,1.0,0.0,0.0,0.0,0.0,5.565217391304348,5.873417721518988,2.4066455696202533
-119.28,37.11,34,1901,394.0,171,73,3.0729,0.0,1.0,0.0,0.0,0.0,4.824873096446701,26.04109589041096,2.3424657534246576
-119.69,34.38,39,1383,459.0,677,362,2.25,0.0,0.0,0.0,0.0,1.0,3.013071895424837,3.820441988950276,1.8701657458563536
-117.25,33.2,10,2050,473.0,1302,471,2.7961,1.0,0.0,0.0,0.0,0.0,4.334038054968287,4.352441613588111,2.764331210191082
-121.49,38.58,52,1000,324.0,456,250,1.4375,0.0,1.0,0.0,0.0,0.0,3.08641975308642,4.0,1.824
-118.19,33.8,38,2010,595.0,1535,525,1.9848,0.0,0.0,0.0,0.0,1.0,3.3781512605042017,3.8285714285714287,2.923809523809524
-117.04,32.73,36,2084,400.0,1097,398,3.2717,0.0,0.0,0.0,0.0,1.0,5.21,5.236180904522613,2.756281407035176
-118.14,34.11,52,2742,422.0,1153,414,8.1124,1.0,0.0,0.0,0.0,0.0,6.497630331753554,6.6231884057971016,2.785024154589372
-122.48,38.31,29,2375,560.0,1124,502,2.3276,1.0,0.0,0.0,0.0,0.0,4.241071428571429,4.731075697211155,2.239043824701195
-118.18,33.77,37,2653,754.0,1087,698,2.3523,0.0,0.0,0.0,0.0,1.0,3.518567639257294,3.800859598853868,1.5573065902578798
-121.06,38.88,17,7635,1284.0,3096,1227,4.2917,0.0,1.0,0.0,0.0,0.0,5.946261682242991,6.222493887530562,2.5232273838630808
-118.13,33.86,45,1866,343.0,919,344,3.5833,1.0,0.0,0.0,0.0,0.0,5.440233236151603,5.424418604651163,2.671511627906977
-118.18,34.08,35,2226,602.0,2230,549,2.9167,1.0,0.0,0.0,0.0,0.0,3.697674418604651,4.054644808743169,4.061930783242259
-121.59,39.82,12,1958,369.0,875,354,2.3507,0.0,1.0,0.0,0.0,0.0,5.306233062330623,5.531073446327683,2.4717514124293785
-122.48,37.75,52,2515,494.0,1583,477,4.3393,0.0,0.0,0.0,1.0,0.0,5.0910931174089065,5.272536687631027,3.318658280922432
-117.32,34.24,29,1290,263.0,323,113,1.9265,0.0,1.0,0.0,0.0,0.0,4.904942965779468,11.415929203539823,2.858407079646017
-118.35,33.87,34,2823,500.0,1429,483,5.5,1.0,0.0,0.0,0.0,0.0,5.646,5.84472049689441,2.958592132505176
-118.08,33.81,20,6295,937.0,2292,874,7.6084,1.0,0.0,0.0,0.0,0.0,6.718249733191035,7.202517162471396,2.622425629290618
-122.91,39.05,20,1128,229.0,621,210,3.2216,0.0,1.0,0.0,0.0,0.0,4.925764192139738,5.371428571428571,2.9571428571428573
-121.37,38.58,37,2839,390.0,1006,400,7.3343,0.0,1.0,0.0,0.0,0.0,7.279487179487179,7.0975,2.515
-114.57,33.64,14,1501,337.0,515,226,3.1917,0.0,1.0,0.0,0.0,0.0,4.454005934718101,6.641592920353983,2.2787610619469025
-118.54,34.22,34,2193,513.0,1299,497,3.6187,1.0,0.0,0.0,0.0,0.0,4.274853801169591,4.412474849094568,2.613682092555332
-122.09,37.68,41,1382,353.0,704,314,3.5114,0.0,0.0,0.0,1.0,0.0,3.915014164305949,4.401273885350318,2.242038216560509
-122.23,37.84,50,2515,399.0,970,373,5.8596,0.0,0.0,0.0,1.0,0.0,6.303258145363409,6.742627345844504,2.6005361930294906
-117.82,33.84,25,1788,203.0,676,217,10.1299,1.0,0.0,0.0,0.0,0.0,8.807881773399014,8.23963133640553,3.115207373271889
-118.31,34.06,24,1336,453.0,1268,426,2.8202,1.0,0.0,0.0,0.0,0.0,2.9492273730684326,3.136150234741784,2.976525821596244
-119.69,36.69,36,1432,269.0,836,237,2.1563,0.0,1.0,0.0,0.0,0.0,5.323420074349443,6.042194092827004,3.5274261603375527
-118.26,33.92,42,3320,682.0,2105,632,1.9809,1.0,0.0,0.0,0.0,0.0,4.868035190615836,5.253164556962025,3.3306962025316458
-117.89,34.09,37,1055,280.0,538,206,2.4167,1.0,0.0,0.0,0.0,0.0,3.767857142857143,5.121359223300971,2.6116504854368934
-117.56,34.12,4,6956,1271.0,3455,1228,4.7193,0.0,1.0,0.0,0.0,0.0,5.472856018882769,5.664495114006515,2.813517915309446
-122.19,37.76,38,1493,370.0,1144,351,0.7683,0.0,0.0,0.0,1.0,0.0,4.035135135135135,4.253561253561253,3.259259259259259
-117.13,32.92,16,1580,241.0,917,261,4.7266,1.0,0.0,0.0,0.0,0.0,6.556016597510373,6.053639846743295,3.513409961685824
-118.38,34.04,45,767,130.0,254,118,6.2895,1.0,0.0,0.0,0.0,0.0,5.9,6.5,2.152542372881356
-122.23,38.13,29,5154,1084.0,2459,1019,3.2664,0.0,0.0,0.0,1.0,0.0,4.754612546125461,5.057899901864573,2.41315014720314
-118.1,34.15,14,1442,369.0,782,343,2.7431,0.0,1.0,0.0,0.0,0.0,3.907859078590786,4.204081632653061,2.2798833819241984
-121.25,38.69,24,1014,185.0,606,194,4.1607,0.0,1.0,0.0,0.0,0.0,5.481081081081081,5.22680412371134,3.1237113402061856
-120.97,37.62,7,8489,1673.0,5807,1575,2.9451,0.0,1.0,0.0,0.0,0.0,5.074118350268978,5.38984126984127,3.686984126984127
-118.35,34.02,34,5218,1576.0,3538,1371,1.5143,1.0,0.0,0.0,0.0,0.0,3.3109137055837565,3.805981035740336,2.580598103574033
-118.15,34.18,46,2230,488.0,1985,456,2.2328,1.0,0.0,0.0,0.0,0.0,4.569672131147541,4.890350877192983,4.353070175438597
-119.44,38.53,20,1963,434.0,682,273,1.5817,0.0,1.0,0.0,0.0,0.0,4.523041474654378,7.190476190476191,2.498168498168498
-122.47,37.79,52,437,105.0,194,87,2.8125,0.0,0.0,0.0,1.0,0.0,4.161904761904762,5.022988505747127,2.2298850574712645
-118.33,34.09,36,561,180.0,340,127,1.4375,1.0,0.0,0.0,0.0,0.0,3.1166666666666667,4.417322834645669,2.677165354330709
-118.24,34.14,9,4877,1488.0,4486,1458,2.4421,1.0,0.0,0.0,0.0,0.0,3.27755376344086,3.3449931412894376,3.07681755829904
-122.03,38.25,35,1940,384.0,1177,403,3.1389,0.0,1.0,0.0,0.0,0.0,5.052083333333333,4.813895781637717,2.9205955334987594
-118.41,33.97,44,2298,388.0,849,360,5.5941,1.0,0.0,0.0,0.0,0.0,5.922680412371134,6.383333333333334,2.3583333333333334
-118.35,34.16,45,1390,281.0,538,270,4.2212,1.0,0.0,0.0,0.0,0.0,4.94661921708185,5.148148148148148,1.9925925925925927
-121.86,37.0,16,8638,1392.0,3706,1251,5.503,1.0,0.0,0.0,0.0,0.0,6.205459770114943,6.904876099120703,2.962430055955236
-122.27,37.81,10,875,348.0,546,330,0.76,0.0,0.0,0.0,1.0,0.0,2.514367816091954,2.6515151515151514,1.6545454545454543
-118.12,33.94,35,1813,313.0,825,316,5.2485,1.0,0.0,0.0,0.0,0.0,5.792332268370607,5.737341772151899,2.6107594936708862
-118.24,34.11,39,1148,348.0,1161,333,2.2167,1.0,0.0,0.0,0.0,0.0,3.2988505747126435,3.4474474474474475,3.4864864864864864
-118.31,34.26,36,1882,453.0,1005,409,3.8,1.0,0.0,0.0,0.0,0.0,4.154525386313466,4.601466992665037,2.45721271393643
-117.83,33.8,31,2016,409.0,1095,405,3.8681,1.0,0.0,0.0,0.0,0.0,4.929095354523227,4.977777777777778,2.703703703703704
-117.62,34.08,30,1372,235.0,1047,225,3.1597,0.0,1.0,0.0,0.0,0.0,5.8382978723404255,6.097777777777778,4.653333333333333
-122.27,37.9,52,1803,240.0,572,236,6.174,0.0,0.0,0.0,1.0,0.0,7.5125,7.639830508474576,2.4237288135593222
-118.28,34.0,46,1650,463.0,1992,458,2.3403,1.0,0.0,0.0,0.0,0.0,3.5637149028077757,3.6026200873362444,4.349344978165939
-118.02,33.82,21,2052,456.0,1173,432,3.7885,1.0,0.0,0.0,0.0,0.0,4.5,4.75,2.7152777777777777
-118.01,33.75,30,3380,722.0,2269,652,4.525,1.0,0.0,0.0,0.0,0.0,4.6814404432132966,5.184049079754601,3.4800613496932518
-123.84,39.83,19,1461,340.0,515,227,1.5278,0.0,0.0,0.0,0.0,1.0,4.297058823529412,6.436123348017621,2.2687224669603525
-118.45,37.37,26,3135,524.0,1385,523,4.337,0.0,1.0,0.0,0.0,0.0,5.982824427480916,5.994263862332696,2.6481835564053537
-118.04,34.13,39,2485,382.0,1072,342,6.0878,0.0,1.0,0.0,0.0,0.0,6.505235602094241,7.266081871345029,3.134502923976608
-119.81,36.8,29,2806,552.0,1242,540,3.5958,0.0,1.0,0.0,0.0,0.0,5.083333333333333,5.196296296296296,2.3
-117.07,33.13,17,6817,1632.0,4526,1474,2.6152,1.0,0.0,0.0,0.0,0.0,4.177083333333333,4.62483039348711,3.07055630936228
-118.47,34.26,35,1898,344.0,1123,347,5.5792,1.0,0.0,0.0,0.0,0.0,5.517441860465116,5.469740634005763,3.236311239193084
-118.58,34.22,35,1969,339.0,950,340,4.875,1.0,0.0,0.0,0.0,0.0,5.808259587020649,5.791176470588235,2.794117647058824
-118.05,34.17,45,2535,455.0,1036,437,5.0482,0.0,1.0,0.0,0.0,0.0,5.571428571428571,5.80091533180778,2.3707093821510297
-122.55,37.98,31,3807,828.0,1581,795,3.293,0.0,0.0,0.0,1.0,0.0,4.5978260869565215,4.788679245283019,1.9886792452830189
-117.7,33.47,21,1857,399.0,881,380,3.8403,1.0,0.0,0.0,0.0,0.0,4.654135338345864,4.886842105263158,2.318421052631579
-116.99,32.79,33,2420,393.0,1003,397,4.0658,1.0,0.0,0.0,0.0,0.0,6.157760814249364,6.095717884130982,2.526448362720403
-118.29,33.85,10,1391,420.0,1378,377,1.9049,1.0,0.0,0.0,0.0,0.0,3.3119047619047617,3.689655172413793,3.655172413793104
-119.73,36.56,32,1513,272.0,1038,272,3.0469,0.0,1.0,0.0,0.0,0.0,5.5625,5.5625,3.816176470588236
-118.38,34.05,52,1241,210.0,526,214,4.4191,1.0,0.0,0.0,0.0,0.0,5.90952380952381,5.799065420560748,2.457943925233645
-124.11,40.95,19,1734,365.0,866,342,2.96,0.0,0.0,0.0,0.0,1.0,4.750684931506849,5.0701754385964914,2.5321637426900585
-120.62,37.35,18,874,203.0,572,190,1.6833,0.0,1.0,0.0,0.0,0.0,4.305418719211823,4.6,3.0105263157894737
-117.07,32.76,14,2523,545.0,1297,525,2.3886,0.0,0.0,0.0,0.0,1.0,4.629357798165137,4.805714285714286,2.4704761904761905
-118.08,34.02,14,3789,810.0,2551,793,2.9321,1.0,0.0,0.0,0.0,0.0,4.677777777777778,4.778058007566204,3.2168978562421184
-122.01,38.36,15,1176,166.0,485,171,5.9441,0.0,1.0,0.0,0.0,0.0,7.084337349397591,6.87719298245614,2.8362573099415203
-121.63,39.14,39,1874,411.0,822,377,2.5038,0.0,1.0,0.0,0.0,0.0,4.559610705596107,4.970822281167108,2.180371352785146
-118.11,34.12,52,2954,371.0,1152,347,11.5609,1.0,0.0,0.0,0.0,0.0,7.962264150943396,8.512968299711815,3.319884726224784
-122.03,37.99,37,1755,327.0,882,350,4.59,0.0,0.0,0.0,1.0,0.0,5.36697247706422,5.014285714285714,2.52
-118.3,33.98,48,1998,410.0,1176,382,3.0455,1.0,0.0,0.0,0.0,0.0,4.873170731707317,5.230366492146596,3.0785340314136125
-118.45,34.04,21,2819,648.0,1435,593,3.9489,1.0,0.0,0.0,0.0,0.0,4.3503086419753085,4.753794266441822,2.4198988195615514
-122.41,37.74,47,1728,398.0,1178,315,3.2813,0.0,0.0,0.0,1.0,0.0,4.341708542713568,5.485714285714286,3.73968253968254
-122.03,37.91,29,5438,871.0,2310,890,5.0362,0.0,0.0,0.0,1.0,0.0,6.243398392652124,6.110112359550562,2.595505617977528
-117.98,33.83,32,1133,166.0,523,187,6.213,1.0,0.0,0.0,0.0,0.0,6.825301204819277,6.0588235294117645,2.7967914438502675
-122.27,38.29,36,1446,306.0,678,295,2.8409,0.0,0.0,0.0,1.0,0.0,4.725490196078432,4.901694915254238,2.298305084745763
-117.9,33.65,28,2043,430.0,1108,452,5.2549,1.0,0.0,0.0,0.0,0.0,4.751162790697674,4.519911504424779,2.4513274336283186
-122.66,38.44,17,5815,898.0,2614,887,4.3657,1.0,0.0,0.0,0.0,0.0,6.4755011135857465,6.555806087936866,2.947012401352875
-122.14,37.69,37,2141,535.0,1093,555,2.9958,0.0,0.0,0.0,1.0,0.0,4.001869158878504,3.857657657657658,1.9693693693693692
-118.08,34.12,34,2921,641.0,1541,562,3.6827,1.0,0.0,0.0,0.0,0.0,4.556942277691108,5.197508896797153,2.7419928825622777
-118.44,34.29,30,1632,401.0,1357,401,3.1588,1.0,0.0,0.0,0.0,0.0,4.069825436408977,4.069825436408977,3.3840399002493764
-118.24,33.98,30,861,250.0,1062,231,1.75,1.0,0.0,0.0,0.0,0.0,3.444,3.727272727272727,4.597402597402597
-117.94,33.86,35,1235,227.0,875,220,4.6964,1.0,0.0,0.0,0.0,0.0,5.440528634361233,5.613636363636363,3.977272727272727
-119.08,36.2,30,1677,358.0,1159,365,2.4554,0.0,1.0,0.0,0.0,0.0,4.684357541899441,4.594520547945206,3.175342465753425
-121.45,38.56,52,3420,555.0,1301,530,4.0417,0.0,1.0,0.0,0.0,0.0,6.162162162162162,6.452830188679245,2.4547169811320755
-118.31,33.94,43,2104,393.0,1132,394,3.0682,1.0,0.0,0.0,0.0,0.0,5.353689567430026,5.340101522842639,2.873096446700508
-124.3,41.84,17,2677,531.0,1244,456,3.0313,0.0,0.0,0.0,0.0,1.0,5.041431261770245,5.870614035087719,2.7280701754385963
-118.18,34.16,34,5012,746.0,1699,715,9.4987,1.0,0.0,0.0,0.0,0.0,6.718498659517426,7.00979020979021,2.3762237762237763
-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,0.0,1.0,0.0,0.0,0.0,5.322509225092251,5.705696202531645,2.5822784810126582
-122.82,38.33,25,3067,569.0,1602,550,3.9917,1.0,0.0,0.0,0.0,0.0,5.390158172231986,5.576363636363636,2.9127272727272726
-118.14,34.05,25,5478,1136.0,3062,1096,3.4118,1.0,0.0,0.0,0.0,0.0,4.822183098591549,4.998175182481752,2.7937956204379564
-117.91,33.64,37,1998,472.0,1030,436,3.9306,1.0,0.0,0.0,0.0,0.0,4.233050847457627,4.58256880733945,2.3623853211009176
-117.9,36.95,19,99,26.0,51,22,1.7292,0.0,1.0,0.0,0.0,0.0,3.807692307692308,4.5,2.3181818181818183
-118.4,34.28,22,3517,810.0,3134,847,2.6652,1.0,0.0,0.0,0.0,0.0,4.341975308641976,4.152302243211334,3.7001180637544273
-121.6,39.8,10,1742,307.0,721,312,2.4537,0.0,1.0,0.0,0.0,0.0,5.674267100977199,5.583333333333333,2.310897435897436
-118.19,33.92,36,1356,314.0,1469,300,2.0785,1.0,0.0,0.0,0.0,0.0,4.318471337579618,4.52,4.8966666666666665
-117.98,33.85,23,2089,377.0,1085,362,4.765,1.0,0.0,0.0,0.0,0.0,5.541114058355437,5.770718232044199,2.9972375690607733
-122.33,37.94,43,1876,389.0,807,377,3.1571,0.0,0.0,0.0,1.0,0.0,4.822622107969152,4.976127320954907,2.140583554376658
-122.26,37.89,52,3706,531.0,1205,504,6.6828,0.0,0.0,0.0,1.0,0.0,6.979284369114877,7.353174603174603,2.390873015873016
-121.34,38.03,12,2707,433.0,1200,380,4.9861,0.0,1.0,0.0,0.0,0.0,6.2517321016166285,7.123684210526315,3.1578947368421053
-118.33,34.16,37,2381,575.0,1235,499,3.7941,1.0,0.0,0.0,0.0,0.0,4.140869565217392,4.771543086172345,2.4749498997996
-117.33,33.22,21,2868,602.0,855,559,2.7846,0.0,0.0,0.0,0.0,1.0,4.764119601328904,5.130590339892666,1.5295169946332736
-117.87,33.89,25,1142,162.0,486,150,7.1472,1.0,0.0,0.0,0.0,0.0,7.049382716049383,7.613333333333333,3.24
-121.83,37.3,16,5684,1386.0,4203,1318,3.1964,1.0,0.0,0.0,0.0,0.0,4.101010101010101,4.312594840667678,3.188922610015174
-117.8,33.69,15,2099,322.0,873,307,7.9887,1.0,0.0,0.0,0.0,0.0,6.518633540372671,6.837133550488599,2.8436482084690557
-121.83,38.45,36,839,158.0,446,167,2.3438,0.0,1.0,0.0,0.0,0.0,5.310126582278481,5.023952095808383,2.6706586826347305
-122.43,37.75,52,1970,495.0,871,474,4.0625,0.0,0.0,0.0,1.0,0.0,3.97979797979798,4.156118143459915,1.8375527426160336
-118.83,34.23,6,8803,1114.0,3385,1010,8.7288,1.0,0.0,0.0,0.0,0.0,7.902154398563734,8.715841584158415,3.351485148514852
-118.29,33.91,28,1501,446.0,1028,418,2.3043,1.0,0.0,0.0,0.0,0.0,3.3654708520179373,3.590909090909091,2.45933014354067
-117.16,32.73,52,1863,559.0,906,493,1.9203,0.0,0.0,0.0,0.0,1.0,3.332737030411449,3.7789046653144016,1.8377281947261663
-120.69,35.62,35,3451,713.0,1550,653,2.9167,1.0,0.0,0.0,0.0,0.0,4.840112201963534,5.284839203675345,2.3736600306278715
-117.26,33.84,12,1159,209.0,523,159,2.7232,0.0,1.0,0.0,0.0,0.0,5.545454545454546,7.289308176100629,3.289308176100629
-119.17,34.2,40,1083,319.0,1843,349,2.3077,0.0,0.0,0.0,0.0,1.0,3.394984326018809,3.103151862464183,5.28080229226361
-118.3,34.02,27,2190,626.0,1768,528,1.2446,1.0,0.0,0.0,0.0,0.0,3.498402555910543,4.1477272727272725,3.3484848484848486
-118.31,33.77,20,5776,956.0,2757,936,6.6447,1.0,0.0,0.0,0.0,0.0,6.041841004184101,6.170940170940171,2.9455128205128207
-118.15,34.69,32,1300,234.0,712,249,3.25,0.0,1.0,0.0,0.0,0.0,5.555555555555555,5.220883534136546,2.859437751004016
-122.12,37.68,37,2412,394.0,975,375,4.0417,0.0,0.0,0.0,1.0,0.0,6.121827411167513,6.432,2.6
-118.24,33.94,42,380,106.0,411,100,0.9705,1.0,0.0,0.0,0.0,0.0,3.5849056603773586,3.8,4.11
-117.87,33.88,28,2612,602.0,1682,563,3.6417,1.0,0.0,0.0,0.0,0.0,4.338870431893688,4.63943161634103,2.9875666074600358
-119.95,38.94,24,2180,517.0,755,223,2.5875,0.0,1.0,0.0,0.0,0.0,4.216634429400387,9.77578475336323,3.3856502242152464
-122.45,38.3,24,1946,400.0,718,380,3.5507,0.0,0.0,0.0,1.0,0.0,4.865,5.121052631578947,1.8894736842105264
-122.29,37.98,27,2133,347.0,850,350,5.1046,0.0,0.0,0.0,1.0,0.0,6.1469740634005765,6.094285714285714,2.4285714285714284
-118.39,33.89,30,2532,464.0,1056,419,6.3434,1.0,0.0,0.0,0.0,0.0,5.456896551724138,6.042959427207637,2.520286396181384
-121.62,39.09,21,2693,481.0,1337,435,3.8534,0.0,1.0,0.0,0.0,0.0,5.598752598752599,6.190804597701149,3.0735632183908046
-119.79,36.74,35,853,296.0,1228,289,1.0513,0.0,1.0,0.0,0.0,0.0,2.881756756756757,2.9515570934256057,4.249134948096886
-117.79,33.73,3,8240,1410.0,3318,1270,7.2074,1.0,0.0,0.0,0.0,0.0,5.843971631205674,6.488188976377953,2.6125984251968504
-122.04,36.97,45,1302,245.0,621,258,5.1806,0.0,0.0,0.0,0.0,1.0,5.314285714285714,5.046511627906977,2.4069767441860463
-122.53,37.63,27,2589,658.0,1386,608,2.9087,0.0,0.0,0.0,0.0,1.0,3.934650455927052,4.258223684210527,2.2796052631578947
-120.97,37.66,24,2930,588.0,1448,570,3.5395,0.0,1.0,0.0,0.0,0.0,4.982993197278912,5.140350877192983,2.5403508771929824
-117.06,32.79,17,2524,332.0,771,317,8.7604,1.0,0.0,0.0,0.0,0.0,7.602409638554217,7.962145110410095,2.4321766561514195
-117.91,34.1,28,3694,722.0,1999,718,3.2813,1.0,0.0,0.0,0.0,0.0,5.116343490304709,5.144846796657381,2.784122562674095
-118.57,34.29,4,6995,1151.0,2907,1089,7.0808,1.0,0.0,0.0,0.0,0.0,6.077324066029539,6.423324150596878,2.669421487603306
-117.02,32.69,7,6055,1004.0,3031,952,4.436,0.0,0.0,0.0,0.0,1.0,6.030876494023905,6.360294117647059,3.1838235294117645
-118.15,34.15,52,275,123.0,273,111,1.1667,1.0,0.0,0.0,0.0,0.0,2.2357723577235773,2.477477477477477,2.45945945945946
-120.99,37.68,30,1975,375.0,732,326,2.6932,0.0,1.0,0.0,0.0,0.0,5.266666666666667,6.058282208588957,2.245398773006135
-118.21,34.16,25,434,74.0,199,75,5.9199,1.0,0.0,0.0,0.0,0.0,5.864864864864865,5.786666666666667,2.6533333333333333
-122.51,37.89,27,2674,565.0,1233,547,3.4485,0.0,0.0,0.0,1.0,0.0,4.732743362831858,4.888482632541133,2.254113345521024
-117.05,33.03,16,87,20.0,32,21,4.3571,1.0,0.0,0.0,0.0,0.0,4.35,4.142857142857143,1.5238095238095235
-119.02,35.39,30,227,75.0,169,101,1.3527,0.0,1.0,0.0,0.0,0.0,3.026666666666667,2.247524752475248,1.6732673267326732
-118.09,34.68,4,23386,4171.0,10493,3671,4.0211,0.0,1.0,0.0,0.0,0.0,5.606808918724527,6.3704712612367205,2.858349223644784
-118.38,33.97,42,1859,337.0,813,326,6.019,1.0,0.0,0.0,0.0,0.0,5.516320474777448,5.7024539877300615,2.4938650306748467
-121.87,37.33,37,3137,685.0,2048,651,3.0156,1.0,0.0,0.0,0.0,0.0,4.579562043795621,4.818740399385561,3.1459293394777266
-121.44,38.68,19,2476,534.0,1355,463,2.0625,0.0,1.0,0.0,0.0,0.0,4.636704119850188,5.347732181425486,2.9265658747300214
-119.83,34.44,35,796,281.0,567,257,2.1389,0.0,0.0,0.0,0.0,1.0,2.832740213523132,3.09727626459144,2.2062256809338523
-117.39,34.11,16,1140,181.0,627,206,4.9444,0.0,1.0,0.0,0.0,0.0,6.298342541436464,5.533980582524272,3.0436893203883497
-117.1,32.69,37,1269,340.0,1369,302,2.2102,0.0,0.0,0.0,0.0,1.0,3.732352941176471,4.201986754966887,4.533112582781457
